prefix	equation
+ 6 7	How many is 6 plus 7?
- 2 9	I would like to know what is two - 9?
+ 4 1	I want to calculate 4 added with 1?
/ 7 5	I would like to know what is 7 / 5?
- 2 8	I would like to know what is two minus 8?
- 5 3	I want to calculate 5 extracted by three?
- 9 1	what is 9 extracted by 1?
/ 1 5	I want to calculate one divided by five?
+ 7 2	I want to calculate 7 added with 2?
/ 3 8	How many is three divided by eight?
/ 1 10	How many is one divided by ten?
* 6 2	what is six multiplied by two?
+ 10 2	How many is 10 + 2?
* 8 10	I would like to know what is 8 multiplied by ten?
- 4 4	How many is 4 - 4?
/ 10 4	what is ten / 4?
- 8 4	How many is 8 extracted by 4?
* 5 10	I want to calculate five multiplied by ten?
+ 5 6	I would like to know what is five added with six?
/ 10 9	I want to calculate ten / 9?
/ 5 10	what is five / ten?
- 4 1	I would like to know what is four - 1?
- 6 1	I want to calculate six extracted by one?
/ 9 3	I want to calculate 9 divided by 3?
* 4 1	How many is four * 1?
- 5 8	I would like to know what is five extracted by 8?
+ 8 5	I want to calculate eight added with five?
* 8 1	How many is 8 multiplied by 1?
/ 4 10	I want to calculate four / 10?
+ 8 5	I would like to know what is eight added with five?
+ 10 7	I would like to know what is ten + seven?
* 8 4	How many is eight multiplied by four?
+ 10 9	what is ten plus 9?
* 10 7	How many is 10 multiplied by seven?
* 8 10	what is eight multiplied by ten?
- 8 7	How many is 8 minus seven?
- 4 10	How many is four extracted by ten?
/ 4 5	How many is four divided by 5?
- 1 7	what is one - 7?
* 4 1	what is 4 multiplied by one?
+ 6 5	I want to calculate 6 plus 5?
+ 5 2	How many is five plus 2?
+ 8 9	How many is 8 + nine?
/ 10 7	I want to calculate ten / seven?
- 10 3	How many is 10 minus three?
/ 9 2	How many is 9 divided by 2?
* 10 4	what is ten * four?
+ 2 2	I would like to know what is two plus 2?
/ 9 1	what is nine divided by one?
/ 3 6	I would like to know what is three divided by 6?
- 10 1	what is 10 - 1?
+ 10 10	I want to calculate ten plus ten?
+ 7 6	I would like to know what is seven plus 6?
- 3 10	I want to calculate 3 - 10?
- 7 4	what is 7 extracted by four?
+ 2 4	I want to calculate 2 added with 4?
* 3 4	what is three multiplied by four?
+ 3 7	How many is 3 plus seven?
- 5 9	I want to calculate five minus nine?
* 6 8	what is six * eight?
+ 3 10	How many is three added with ten?
- 7 2	what is 7 - 2?
* 6 6	I want to calculate six * 6?
* 1 9	How many is one times 9?
* 1 9	what is 1 times 9?
- 9 9	what is 9 - nine?
- 9 1	what is nine - one?
- 4 5	I would like to know what is 4 minus five?
+ 7 3	what is 7 plus 3?
* 8 3	what is 8 times 3?
* 6 10	what is six * ten?
* 3 7	I would like to know what is three multiplied by 7?
- 9 2	How many is 9 minus two?
+ 4 7	How many is 4 + 7?
+ 1 9	what is one added with nine?
/ 10 9	I want to calculate 10 / 9?
- 1 6	what is one minus six?
+ 7 3	what is seven added with 3?
+ 4 9	I want to calculate four added with nine?
- 9 7	what is nine - seven?
* 5 1	I would like to know what is five * one?
* 7 8	How many is 7 times 8?
/ 2 8	I want to calculate 2 divided by eight?
+ 3 8	How many is 3 added with eight?
* 3 6	what is three * six?
+ 9 8	what is nine added with 8?
- 3 5	I want to calculate 3 - five?
/ 10 2	How many is 10 divided by two?
+ 9 1	what is 9 + one?
+ 3 5	what is three + 5?
+ 10 7	I want to calculate ten plus seven?
- 7 5	what is seven - five?
+ 5 8	I would like to know what is five added with eight?
/ 4 6	what is four divided by 6?
- 6 7	what is six - 7?
+ 10 10	How many is ten plus 10?
- 5 1	How many is 5 extracted by one?
* 1 5	I would like to know what is 1 multiplied by five?
/ 8 7	I want to calculate eight / 7?
/ 8 1	How many is 8 / 1?
- 2 4	How many is two extracted by 4?
/ 7 7	I would like to know what is seven / seven?
* 6 2	How many is six * 2?
/ 3 3	I want to calculate 3 divided by 3?
/ 4 6	How many is 4 / six?
- 8 6	How many is eight minus 6?
+ 9 5	How many is 9 + five?
+ 4 9	what is 4 + nine?
- 3 9	what is 3 - nine?
+ 1 8	I want to calculate 1 + eight?
* 6 5	How many is six * 5?
- 8 9	I want to calculate eight extracted by 9?
+ 1 10	How many is one + ten?
* 3 8	I want to calculate 3 times 8?
- 1 10	I want to calculate one extracted by ten?
- 10 8	I would like to know what is ten extracted by 8?
+ 7 3	what is seven plus three?
* 3 9	I would like to know what is 3 * 9?
/ 9 2	I would like to know what is 9 divided by two?
+ 1 5	How many is one added with 5?
+ 10 4	I want to calculate 10 plus 4?
+ 1 10	what is 1 + ten?
/ 5 5	How many is five / 5?
+ 3 4	I want to calculate three added with four?
- 2 2	what is 2 - two?
+ 6 6	How many is 6 plus six?
+ 10 1	what is 10 added with 1?
+ 8 7	How many is 8 + 7?
* 10 3	How many is 10 multiplied by 3?
+ 8 8	I want to calculate eight plus 8?
* 8 6	How many is eight multiplied by six?
* 4 7	How many is four times seven?
+ 5 5	I would like to know what is five + 5?
* 5 3	How many is five times 3?
/ 2 2	I want to calculate two / two?
+ 4 5	I want to calculate 4 added with 5?
+ 10 3	I want to calculate 10 plus three?
/ 2 4	what is two divided by four?
- 6 1	I want to calculate six extracted by one?
- 8 7	I would like to know what is 8 - 7?
* 8 10	what is eight multiplied by ten?
/ 2 2	I would like to know what is 2 / 2?
* 8 6	what is eight * 6?
- 10 6	what is 10 - 6?
/ 7 1	what is seven / one?
/ 8 6	I want to calculate 8 divided by six?
* 1 3	I would like to know what is one * three?
/ 1 7	what is one divided by 7?
+ 10 5	I want to calculate ten added with five?
/ 9 1	How many is nine divided by 1?
* 10 2	I would like to know what is ten multiplied by 2?
- 3 6	I want to calculate 3 - six?
/ 6 1	How many is six / 1?
* 5 4	what is five times four?
+ 3 9	what is three plus nine?
* 3 7	I want to calculate three times seven?
/ 1 8	I would like to know what is one divided by eight?
* 1 1	I would like to know what is 1 * one?
* 3 5	I want to calculate 3 multiplied by 5?
* 5 5	I want to calculate 5 * five?
/ 8 3	I would like to know what is eight divided by 3?
/ 1 10	How many is one / 10?
/ 3 1	what is 3 divided by 1?
* 3 1	How many is three times one?
+ 6 6	what is 6 + six?
* 3 8	I want to calculate three times 8?
+ 4 2	what is 4 added with 2?
+ 8 5	I would like to know what is eight plus 5?
- 2 10	I want to calculate two - ten?
* 1 7	I would like to know what is 1 * seven?
* 9 8	I want to calculate nine * 8?
+ 1 8	How many is one + eight?
* 7 9	what is seven times nine?
- 4 8	How many is 4 minus 8?
- 6 5	How many is six - five?
+ 9 7	what is nine plus seven?
* 10 3	I want to calculate ten * 3?
- 8 1	what is 8 - 1?
* 1 7	I want to calculate 1 multiplied by seven?
+ 1 6	How many is one added with 6?
* 10 1	what is 10 times 1?
- 4 4	I want to calculate 4 extracted by four?
- 2 3	How many is two - three?
* 6 6	I would like to know what is six * 6?
- 7 2	How many is seven extracted by 2?
- 6 7	what is six - 7?
+ 6 9	what is 6 added with nine?
/ 4 9	I want to calculate 4 divided by 9?
* 5 3	I would like to know what is 5 times three?
* 7 7	what is seven * 7?
+ 7 4	I want to calculate 7 plus four?
- 3 10	I want to calculate 3 minus ten?
+ 1 3	what is 1 + three?
+ 7 9	what is 7 plus 9?
+ 1 10	I would like to know what is one added with 10?
* 2 7	what is 2 * seven?
/ 10 9	How many is ten divided by 9?
* 4 1	I want to calculate four * 1?
+ 8 6	what is 8 + six?
- 1 4	I would like to know what is one extracted by 4?
/ 8 1	How many is 8 divided by one?
* 7 1	I want to calculate 7 * one?
+ 1 1	I want to calculate 1 + 1?
/ 8 5	what is eight / five?
+ 7 9	How many is 7 added with nine?
* 10 10	I want to calculate 10 times 10?
/ 8 6	I would like to know what is 8 divided by 6?
/ 10 5	I want to calculate 10 / 5?
+ 5 10	I would like to know what is five plus 10?
* 1 9	I would like to know what is 1 multiplied by 9?
* 9 5	I want to calculate 9 * five?
/ 5 9	I would like to know what is five / nine?
+ 6 3	How many is six plus three?
+ 4 4	How many is 4 added with 4?
- 9 6	I would like to know what is nine minus 6?
/ 4 5	How many is 4 / 5?
* 6 4	How many is 6 multiplied by 4?
+ 5 6	what is 5 added with 6?
+ 10 7	How many is ten added with seven?
+ 2 5	what is two + 5?
- 2 9	what is two minus nine?
* 8 4	I would like to know what is eight * 4?
- 9 4	what is nine extracted by four?
* 4 1	I would like to know what is four * 1?
- 8 6	what is eight - 6?
+ 4 10	what is four + ten?
* 2 3	I would like to know what is two times three?
/ 8 2	How many is 8 / two?
- 9 10	what is 9 minus 10?
- 3 9	what is 3 minus 9?
* 5 5	I want to calculate five * 5?
* 6 5	How many is six * five?
* 7 1	How many is 7 times one?
+ 6 2	I would like to know what is 6 + two?
* 7 1	I want to calculate 7 multiplied by one?
/ 8 8	How many is eight divided by eight?
- 1 1	what is one minus one?
- 1 1	I want to calculate 1 extracted by 1?
* 10 5	I would like to know what is 10 * 5?
* 4 4	I want to calculate 4 * four?
/ 6 2	I want to calculate six divided by two?
* 9 9	I want to calculate nine * 9?
/ 7 7	what is seven / 7?
- 10 7	I want to calculate 10 extracted by 7?
+ 2 8	what is 2 + 8?
/ 5 8	How many is 5 divided by eight?
+ 4 3	I would like to know what is 4 added with 3?
- 7 8	I would like to know what is 7 - eight?
/ 2 3	How many is 2 / 3?
+ 5 9	I would like to know what is five plus nine?
- 1 8	what is one - 8?
* 4 7	what is 4 * seven?
/ 7 7	I would like to know what is seven divided by 7?
- 7 8	How many is 7 extracted by 8?
/ 4 1	How many is four divided by one?
- 8 5	I would like to know what is 8 minus 5?
+ 4 9	I want to calculate 4 plus nine?
* 4 7	I want to calculate four multiplied by seven?
- 7 8	How many is seven extracted by eight?
+ 2 2	I would like to know what is two plus 2?
- 1 4	I want to calculate 1 minus 4?
/ 8 2	what is 8 / two?
+ 2 1	How many is 2 + one?
* 3 2	How many is three times 2?
+ 7 6	I want to calculate seven added with six?
* 4 5	what is 4 multiplied by five?
* 9 1	I would like to know what is nine multiplied by 1?
* 3 1	what is 3 * 1?
- 10 6	what is 10 minus six?
+ 8 4	How many is eight added with 4?
* 10 5	what is 10 times 5?
+ 9 2	what is nine + two?
- 10 4	How many is 10 minus 4?
/ 6 10	I would like to know what is 6 / ten?
+ 5 10	what is 5 + 10?
* 3 4	I want to calculate three times 4?
- 10 8	How many is ten minus 8?
* 1 10	I want to calculate one multiplied by 10?
/ 8 8	I would like to know what is eight divided by eight?
* 9 2	what is 9 times two?
/ 6 9	what is 6 / nine?
* 9 10	I want to calculate nine times 10?
/ 6 7	what is six divided by seven?
/ 9 3	How many is 9 / 3?
+ 9 4	How many is nine + four?
/ 5 9	How many is 5 divided by 9?
+ 8 1	How many is 8 + 1?
/ 2 6	I would like to know what is 2 / six?
+ 2 10	How many is 2 added with ten?
+ 3 4	How many is three plus 4?
/ 1 1	what is 1 / 1?
- 1 8	I would like to know what is one extracted by 8?
+ 2 6	what is 2 plus 6?
- 8 10	what is eight extracted by ten?
- 7 10	I want to calculate 7 - 10?
/ 3 4	How many is 3 / four?
+ 10 7	I want to calculate 10 added with 7?
* 10 7	what is ten times seven?
- 10 2	what is ten extracted by 2?
+ 8 6	I would like to know what is 8 added with 6?
+ 2 10	I want to calculate two added with ten?
* 3 4	How many is 3 multiplied by four?
/ 6 3	what is 6 divided by three?
+ 5 1	what is 5 added with 1?
+ 6 5	I want to calculate six + five?
+ 4 2	How many is 4 + two?
* 1 6	what is one * 6?
/ 1 5	what is 1 divided by five?
* 10 10	How many is ten multiplied by 10?
- 4 5	I would like to know what is four - 5?
- 10 9	what is 10 minus 9?
/ 10 4	How many is ten / four?
+ 1 1	How many is one added with 1?
+ 2 2	I would like to know what is two plus 2?
* 7 1	what is 7 times one?
/ 7 9	I would like to know what is seven / 9?
+ 8 4	I want to calculate 8 + 4?
* 4 8	I want to calculate four times 8?
+ 6 4	How many is 6 plus 4?
* 4 9	How many is 4 multiplied by nine?
/ 4 1	what is 4 / one?
* 1 5	I want to calculate 1 multiplied by five?
+ 4 10	I want to calculate four + 10?
+ 10 4	How many is ten added with four?
* 5 9	I would like to know what is five multiplied by nine?
+ 2 7	I want to calculate 2 + 7?
+ 7 7	what is 7 plus seven?
- 1 7	I want to calculate 1 extracted by seven?
+ 8 4	I would like to know what is eight plus four?
- 8 5	what is 8 - 5?
+ 3 2	what is three + 2?
/ 7 6	I want to calculate seven / six?
+ 9 8	I want to calculate nine + eight?
* 3 2	I would like to know what is 3 multiplied by 2?
- 3 8	I want to calculate three minus eight?
* 5 2	I want to calculate five times 2?
+ 3 2	I would like to know what is 3 + two?
/ 2 8	what is 2 / 8?
* 4 8	I would like to know what is 4 multiplied by 8?
/ 5 9	what is 5 divided by 9?
+ 10 1	what is ten plus 1?
- 1 3	I would like to know what is 1 minus 3?
/ 8 2	I would like to know what is 8 divided by 2?
- 1 3	I want to calculate one extracted by three?
* 10 4	what is ten times 4?
* 6 5	I would like to know what is 6 * five?
+ 5 2	I would like to know what is 5 + two?
- 2 4	I would like to know what is two - 4?
* 10 1	How many is ten multiplied by 1?
/ 10 6	How many is 10 / six?
* 4 4	How many is four multiplied by 4?
/ 10 3	what is ten divided by three?
* 6 5	How many is 6 multiplied by five?
- 5 2	what is five - 2?
/ 6 7	what is 6 / seven?
* 9 2	what is nine times 2?
* 2 2	How many is 2 times two?
* 9 1	How many is nine times 1?
* 4 8	I would like to know what is 4 * eight?
/ 4 3	I would like to know what is 4 / 3?
- 6 5	How many is six - 5?
* 2 6	I want to calculate two * six?
* 7 9	How many is 7 multiplied by 9?
* 1 10	I want to calculate 1 * ten?
/ 2 3	I want to calculate two divided by three?
- 6 8	what is six minus eight?
/ 9 4	I would like to know what is nine divided by 4?
+ 1 3	I want to calculate 1 added with three?
* 2 10	I want to calculate two times ten?
- 4 8	I want to calculate four extracted by 8?
- 2 7	How many is 2 - 7?
- 6 10	How many is 6 - 10?
+ 6 8	How many is 6 + 8?
* 4 5	I would like to know what is 4 times five?
+ 10 4	How many is 10 plus four?
+ 1 9	I want to calculate 1 plus 9?
/ 10 3	How many is ten divided by 3?
/ 6 3	I want to calculate six divided by 3?
* 4 5	I would like to know what is four times 5?
+ 1 7	what is one plus seven?
- 9 10	I want to calculate nine - 10?
* 8 6	I would like to know what is eight * 6?
+ 7 1	How many is 7 + one?
- 1 10	I would like to know what is one - 10?
+ 10 9	what is ten plus nine?
- 3 6	How many is three minus 6?
- 10 7	I want to calculate ten minus seven?
/ 7 3	How many is 7 divided by three?
/ 4 8	I would like to know what is four divided by eight?
/ 5 2	How many is five divided by 2?
+ 9 8	How many is 9 plus eight?
/ 6 3	what is six divided by 3?
/ 8 6	I want to calculate eight divided by 6?
* 9 1	I would like to know what is nine times 1?
* 4 1	I want to calculate four multiplied by 1?
- 5 10	I want to calculate five extracted by ten?
/ 2 10	I would like to know what is two divided by ten?
/ 1 6	I would like to know what is one / 6?
* 1 6	what is one multiplied by six?
/ 3 9	I want to calculate 3 divided by nine?
/ 7 7	I want to calculate 7 divided by 7?
- 7 2	I would like to know what is 7 extracted by two?
- 3 8	I want to calculate three minus 8?
/ 9 3	what is 9 divided by three?
/ 7 7	I want to calculate seven / seven?
- 10 9	How many is ten - nine?
+ 9 9	I want to calculate 9 + nine?
+ 3 1	what is 3 + 1?
- 4 10	I would like to know what is four minus ten?
* 10 4	I want to calculate ten multiplied by four?
- 1 4	How many is one extracted by four?
- 7 5	what is seven minus 5?
/ 2 1	I want to calculate two divided by 1?
* 7 2	I want to calculate 7 multiplied by two?
/ 8 10	I would like to know what is eight / ten?
/ 1 2	I want to calculate one / 2?
/ 8 6	I want to calculate 8 / 6?
* 10 1	I would like to know what is ten multiplied by 1?
+ 10 3	what is ten + three?
- 2 7	what is two - 7?
+ 9 7	I would like to know what is nine plus seven?
/ 7 7	I want to calculate 7 / seven?
+ 10 9	How many is ten added with nine?
/ 3 6	I would like to know what is 3 divided by 6?
- 3 8	I would like to know what is three minus 8?
/ 8 2	How many is eight divided by two?
- 2 6	I would like to know what is 2 - six?
+ 6 8	I want to calculate six + 8?
* 2 5	How many is 2 * 5?
* 2 8	I would like to know what is 2 times eight?
- 7 9	what is seven minus 9?
* 2 10	I would like to know what is 2 multiplied by 10?
* 6 7	How many is six * seven?
+ 2 1	I want to calculate 2 + 1?
* 8 4	How many is 8 multiplied by 4?
* 4 10	what is 4 multiplied by 10?
/ 3 10	How many is three divided by ten?
+ 5 1	How many is 5 added with one?
* 9 8	what is 9 times eight?
/ 10 1	How many is ten / one?
+ 1 2	I would like to know what is 1 + two?
* 5 7	How many is 5 multiplied by 7?
- 4 3	I want to calculate 4 extracted by 3?
* 1 1	I want to calculate 1 * one?
/ 7 5	I would like to know what is 7 divided by 5?
